comments,label,ChatGLM_predict,label_predict
昨天刚装好，试用了一下，不错，家里都有热水了，值得购买的东东。就是安装费好贵啊。,0,这段话的情感是积极的。,1
"总有一天,我们会对流逝的时间和消失的往事习以为常.无论和谁,以怎样的方式结束....溺水者怎知道，是哪一滴水要了他的命。。那一天我二十一岁，在我一生的黄金时代。我有好多奢望。我想爱，想吃，还想在一瞬间变成天上半明半暗的云千万人之中，遇到你所遇到的人，于千万年之中，时间的无涯荒野里，没有早一步，也没有晚一不，刚巧赶上了",1,这段话的情感是积极的。,1
"屏幕很薄很亮 键盘手感不错 风扇很静音 没有传说中的""断网""问题",1,这段文字的情感是积极的。,1
"於10/26 入住 3 天豪华大床房间的空间比较少， 配合建筑格式而放低的床铺，房間內沒有椅子,要操作筆電,坐在地上,會腰酸背痛,不過網速很快 ！早上要求換房間,服務生說客滿,無法換...晚上換一個服務生告訴他,早上服務生答應过,竟然有 3 間房可以換 !?!由於坐晚上的飛機, 要求延至下午 2:00 退房, 服務生馬上回答不可以, 因為客滿 ? (10/30)這是我住过上百家酒店, 第一次被拒絕 ..基本上服務生太差勁, 完全不為客人想 !!位置离西街很近，逛街购物找食物吃.方便！",0,这段话的情感是消极的。,0
买回来了，本想自己先看看再给孩子讲的，可是刺鼻的气味已经熏得头疼了，所以就一直放着没敢给孩子看呢！,0,情感是消极的。,0
终于认真看完了，哈哈比《男人来自火星，女人来自金星》内容更全面，文字也更有趣！既有实用性，又有可读性！,1,这段话的情感是积极的。,1
蒙牛不错啊！听名字就很虎势吧！~,1,判断结果：积极。,1
不知道是不是所有清华出的书都这么有用，精辟。这本书所讲的仿真主要是基于ORCAD为基础的电力电子仿真，在软件方面没有冗余的介绍，如果不熟悉这个软件的朋友，还是建议先进行ORCAD的学习，然后在去这本书。而具体涉及到仿真时，算法涉及的比较多，而对于各种算法都有比较，值得借鉴，如果对于建模一塌糊涂的话，建议还是好好看看这本书，书上提到了很多关于建模方面的例子，对我很有启发。,1,这段话的情感是积极的。,1
蒙牛没良心奶，不放心奶！我抵制蒙牛！裴裴千万不要买蒙牛，天涯已经把蒙牛扒出翔了！么么哒。 我投给了&quot;303-至上励合&quot; 这个选项。,0,这段话的情感是消极的。这段话中提到了蒙牛的质量问题，并呼吁用户不要购买蒙牛的产品，同时也表达了对“303-至上励合”这个组合的不满，认为他们是一个被天涯扒出翔的组合。这些言行都表现出作者对问题和不确定性的担忧和抵制，因此情感是消极的。,0
每个人的看法可能都有所不同，也许还在围墙外的我没有用心去看者本书吧，也是听朋友介绍跟风买的，满新欢喜的拿到后一读觉得没有什么意思。情侣或夫妻两个人每家都有每家的故事与特点，我觉得只要用心就好了。。。。,0,这段话的情感是消极的。作者描述了自己购买书籍的经历，表达了对自己行为的反思。虽然作者购买了一本书并表达了自己的兴奋，但作者认为自己并没有真正用心去看这本书，也没有仔细阅读。作者还提到了情侣或夫妻两个人，表达了对于每个家庭都有每个家庭故事和特点的理解，但是作者认为用心就好了，这暗示了作者对于人际关系的看法是消极的。因此，这段话的情感是消极的。,0
轻小可人，容量大，速度快，外壳色泽光感都不错…… 对于准备求婚的哥哥是个不错的选择哦！,1,这段话的情感是积极的。,1
书已收到，貌似觉得字有点小，哎，可惜了书里的内容几乎和网上看到的一样，嘿嘿，原以为还可以和良言写意一样多点番外的内容呢，哈哈,1,这段话的情感是积极的。,1
内存小了点，不过加2百多可以加条2G的，普通是够用的了。原配电池比较不耐用，电量可以再购买9芯电池来拓展。,0,这段话的情感是积极的。,1
如果当初我勇敢，结局是不是不一样。如果当时你坚持，回忆会不会不这样。我年少的爱人啊，你在我身上刻下伤痕、刻下时光。在那些泪眼相望的夜，我依然记得，你便是爱情本身……年少时，以为爱能超越一切，那时不明白，世上另有一种力量，叫做命运……喜欢这几句。。。。。爱情就是那么无奈。。。。明明相爱却总不能在一起。。。。哎~~~书的情节好纠结啊~~结局还不错~~悲伤的结局才更难忘嘛。。。,1,这段话的情感是消极的。其中描述了如果当初两人分别勇敢一些，结局可能会不同，但是同时也描述了两人彼此相爱，但却不能在一起，这表达了一种悲伤和无奈的情感。,0
很喜欢沈老先生的文字，温婉，清新，让人看过之后觉得很放松。他的文字温柔的如同细微的雨一样，让人沉醉其中。他的书光凭看是不够的，更多的是需要去想像，这样才够完好。想象出来的情景更加美丽，有一种想去湘西走走的冲动，书中，他和张兆和的书信更是让人为之感慨，老辈人的感情更加炽烈，而且更加含蓄，可见，当时他们有多么的相爱。可以说，他们比我们更懂什么叫爱。总之很喜欢这本书，还有就是这个出版社的书一直印刷很精美，真的是非常的喜欢，有收藏的价值，希望越做越好~~,1,这段话的情感是积极的。作者描述了沈老先生的文字“温婉，清新”，让人“看过之后觉得很放松”，并表达了对这些文字的喜欢。作者还提到，这些文字需要去想像才更好，让人有一种想去湘西走走的冲动。同时，作者还表达了对老辈人的感情和知识的感慨，认为他们更懂什么叫爱。因此，整段话的情感是积极的，作者表达了对沈老先生的文字和出版社的喜欢，并希望它们越来越好。,1
此书让人感觉很是恶心，我完全是头脑发热了才买回来的。她现在又弄起庄子来了，真的叫做“孔子很着急！庄子很生气”我感到很恶心！简直胡讲一通！让人无语评论！,0,这段话的情感是消极的。作者描述了读完这本书后的感受，其中包括对作者的不喜欢和恶心。作者提到头脑发热購買了这本书，但又因为内容而感到恶心，并表达了对作者在谈论庄子时所提到的“孔子很着急！庄子很生气”的不理解和无语。因此，整个段落的情感是消极的。,0
没有象某些人所吹捧的那样好!内容怪怪的!,0,这段话的情感是消极的。,0
1 整体做工精细 2 白色的基本不会有手印的困扰，这是我选择白色的主要原因 3 键盘的手感好；触摸板的多点功能会有惊喜 4 电池续航能力确实很强，很满意 5 cpu没有想象的那么差，日常文案工作和上网绝对够用。主流数值计算软件matlab可以顺利安装并运行，运算速度比主流cpu要慢一半（超频时） 6 主流视频播放非常流畅 7 改xp系统很容易。eeebuntu系统应该更好，待尝试,1,这段话的情感是积极的。,1
这书不是很喜欢，我女儿5岁了，这书我认为不适合中国的儿童，其中有一本，完全就是学英语的单词书，如果要教孩子必须要求家长有标准的发音，这对外国孩子来说也就是一本2岁以内的识物书，没意义，如果要学英语，同类的专业教材要好的多，而且有很多情节和中国国情不同，孩子不好理解。,0,这段话的情感是消极的。其中表达了作者对于某些书籍的看法，特别是其中一些书籍对于孩子的英语学习没有任何意义，并且作者认为这些书籍不适合中国的孩子。此外，作者还提到了一些书籍的情节与中国的国情不符，这可能会导致孩子难以理解。,0
性能好，配置算是中等偏上，对大多数用户来所足够了。外观低调不失大气，买回家当台式机放在家里也不错。屏幕大，中老年人在家里上上网之类的也很舒服。,1,这段话的情感是积极的。,1
这本书拿到后，感觉远没有广告上说的那样好，画面一般，远谈不上精美，内容也有些凌散，给小的孩子看引不起兴趣，给大的孩子看又觉得画太多了，总之有些失望．,0,这段话的情感是消极。,0
"青岛现在正在招募一批志愿者,找公共场所和商品中的错误用语.我看这些志愿者大概也可以出书了!这样的书对学习英语的人有什么帮助!别叫<笑死我的英文书>,直接叫<笑死人的书>好了!",0,这段话的情感是消极的。这段话中包含了一些幽默元素，但整个句子的语气和表达都是带有讽刺和嘲笑的，暗示了对志愿者招募结果的不满和对这本书书名的取法的不满。,0
去了该酒店几次，感觉都不错。特别是现在还有洗衣免费及赠送中午自助餐的活动，感觉是实惠。另外，总台的几个MM也长的不错哦。,1,这段话的情感是积极的。,1
送货超级快，周五下班前下的订单，周六上午就送到家了，赞一个哈~~体积比较小,1,这段话的情感是积极的。,1
怎么说呢......这也叫三星？比较象招待所，还有，井冈山的东西那可不是一般的贵！！！！！！,0,这段话的情感是消极的。,0
太重，装系统只能装XP2的，我的正版xp3都不能装，搞了我半天，晕菜,0,这段话的情感是消极。,0
比较实用的机器，加内存时一看背后没有能开的小盖子，应该是在掌托下面，还是打了8009908888问了一下。拆开看了就会知道散热做的相当好，机器用料很到位，相当结实。,1,这段话的情感是积极的。,1
就是不能上网的.又干嘛搞个游览器呢.,0,这段话的情感是消极的。,0
感觉很有质感，性价比相对来说还是不错的。物流的效率也比较高，第二天一大早就送到了,1,这段话的情感是积极的。,1
作者用诗一样的语言把如水般清澈透明的思想娓娓道来，像一个经验丰富的智慧老人为我们解开一个又一个人生的难题，让我们超越自发的自己和世俗的观念，引导着我们走向光明、理性的彼岸。尤其让人惊叹的是，在那样早的年代，作者对一些心理问题居然有那样深的体会，对一些人生问题能够分析得那样的深刻透彻！确实是非常难能可贵的！较之前一本罗马皇帝的《沉思录》不知要高明多少倍，直如天壤之别！,1,这段话的情感是积极的。,1
昨天朋友帮我签收的笔记本，今天终于触摸到了，试着测试了几个，没有出现太大问题，悬着的心终于放下来了。总体感觉还是多不错的。,1,这段话的情感是积极的。,1
妈妈真是太好啦！前几天刚给的高钙奶我才喝了3瓶！现在又给了箱60元的蒙牛朱古力奶特！哇哇哇！我好幸福哦！ 别羡慕，别嫉妒哈！,1,这段话的情感是积极的。,1
先有灵感，再有主题，最后编造出这么个故事，故事编得实在是一般般，和某些韩剧的水平差不多，就是一电视剧编剧吧。又看了眼当当上的介绍，那个意大利奖居然还有中学生评委，再看看那些报纸评论和这本书的发迹过程，无语。,0,这段话的情感是消极的。作者提到了自己编故事的能力一般般，甚至被评价为“无语”。这说明作者对自己的能力持怀疑态度，并且对自己的作品缺乏信心。,0
钢琴漆，镜面处理，手感好。功能比较全，几个功能键采取感应式设计，较为时尚；200万象素，够用；支持扩展存储卡。,1,积极。,1
这套书三册，非常精美，内容也很好，我七岁的女儿拿到书后，坐在地板上用了二个小时读了一遍，喜欢得不得了。然后就将它们放在了床头，时不时地翻看一番，还经常问我想知道什么动物的知识，然后给我讲解，俨然是个行家的样子，可爱极了。她问我有动物百科，一定也有植物百科，我说一定会有，我会再给她买一套植物百科。不过这套书附的光盘我女儿拒绝看，她更喜欢自己阅读文字。,1,这段话的情感是积极的。,1
一直喝蒙牛，从未被超越。这个包装好喜欢,1,这段话的情感是积极的。,1
使用拼音输入短信时，明显有延时！内屏的亮度不可调！短信铃声只有10种，不支持下载的铃声！连接网络后，闪光灯会一直闪，浪费电池资源！内置铃声不好听！设置里没有拒用其它UIM卡的选项！来电接听方式只有三种，略显单调！,0,这段话的情感是消极。,0
机身为黑银色搭配的，典雅高贵！有个MP3快捷键，听音乐很方便！有补光灯，方便夜拍！还有自拍镜，可以打扮打扮自己时用！屏幕效果好，色彩清晰！A100的铃声清晰，比较宏亮！音频播放器的界面和功能与windowsmedia相似，用惯后者操作更快了！,1,这段话的情感是积极的。,1
自带手册不全，说明书简单，装了N种版本的xpsp3系统都启动不了，最终用原版xp光盘启动安装才搞…………………………一个下午过去了，累死俺了！！！！,0,这段话的情感是消极的。,0
南怀瑾的《庄子諵哗》，“一真一切真”南怀瑾的《庄子諵哗》，前几日在下偶然读之，叹为绝世稀有，是难得一见的、对庄子一书真正彻入真如境界的讲解。近代中国，乃至于老庄以来2000多年，全世界也只有南怀瑾大师，才能讲出这样融会贯通儒释道三教为一体、“一真一切真”境界的讲解。读到最后一章《应帝王》，我已经深信：南怀瑾大师已经不容置疑地、千真万确地证明了，与老庄几乎同时代的释迦牟尼佛传佛教到东土之前，中国已经有彻底的大道正法（完全等同于佛法的），而且已经式微。怎么回事？难道仅仅是巧合？——非也。中国的老庄孔颜，佛门有说，都是佛陀遣尊者幻化到中土的。如不然，老庄之道也有可能乃是传自于更古老的古佛，年代久远，已无佛教标签，假名以“道”、“真人”而已。不一定非得来自释迦佛。《楞严经》也整理出来了大量释迦佛以前的古佛说的真法，如借大势至菩萨之口，讲了更早的“超日月光佛”讲的“念佛三昧法门”（见大势至菩萨念佛圆通章）。《楞严经》就讲末法时期，最后佛法式微，连“佛”字也难闻到，所言不是异曲同工？正因为古佛所传真法已经式微，才感应得本师释迦牟尼大发慈悲，从三昧中起，重新为世人证悟，又讲出完整的佛法，传遍世界。到20世纪，经南怀瑾大师融会贯通，识别出老庄孔、儒释道三教原本真如的面目。乃知三教原是金刚石的一体三面，从金刚顶端一看，惊呼是一不是三。无上甚深微妙法，百千万劫难遭遇。望善根深厚的识者珍惜之！,1,这段话的情感是积极的。南怀谨讲解了《庄子諵哗》，认为老庄之道可能是从更古老的古佛传承而来的，并且南怀谨也讲解了儒释道三教原本的真实面目，这使读者对三教有更深入的理解。整个段落中，作者强调了南怀谨的贡献，并强调了这碗“无上甚深微妙法”的重要性，这碗饭很难得且珍贵。,1
1. 电池优越。 2. 外观工艺好。 3. 键盘手感舒适。 4. 速度还可以接受。 5. 电池不突出设计好。 6. 自带软件还比较实用。,1,情感是积极的。,1
"显示屏太烂,信号切换的时候有波纹,延迟高拖影明显,触控板差到极,我敢说99%的人用一天触控板的话肯定会疯掉",0,这段话的情感是消极的。,0
有的地方做工还有待改进，特别是SD插槽的挡板和边缘配合不是很好。,0,情感是消极的。,0
好像比较霉。1、6月14日下单，16日付款，25日等不了上中通自提，送货近10天！2、不知是驱动问题还是机器问题，触摸板一旦打开就会老右击，LINUX及XP都一样。现在只能用鼠标。3、系统不是XP。,0,这段话的情感是消极。其中，1、2、3项的描述都暗示了说话者遇到了一些麻烦和困难，且这些困难似乎与他/她的行动或决策无关。,0
配置强大，外观漂亮，发货很快，第一天下单，第二天就到了，爽！！,1,这段话的情感是积极的。,1
上网看东西，不断的操作，电池基本能用6个多小时，还是比较满意的。表面不容易留手印，比黑色的好。去华硕官网下载了，所有XP的驱动，装好还是不错的。,1,这段话的情感是积极的。,1
本以为该酒店象其名字一样豪气万千，谁承想却是名不副实。我是五一去的，酒店设施陈旧，卫生环境差。房间设备简陋陈旧，色调灰暗。算不上星级标准，也就是个旅馆，早餐品种很少，将就能吃饱，下次绝对不会再住！,0,情感是消极。,0
无线网卡没有开关，每次开机后需要用键盘组合键开启无线网卡。即使没有开关也可以像dell家用机那样，一开机就自动开启无线网卡。,0,这段话的情感是积极的。虽然无线网卡没有开关，但作者提到了可以通过键盘组合键开启无线网卡，这意味着使用者可以根据自己的需要来开启无线网卡，而不是必须依赖开关。另外，作者也提到了无线网卡可以被自动开启，这意味着使用者可以更方便地使用无线网卡，而不需要手动开启。因此，整个段落的情感是积极的。,1
用了有两个月了，没死过机。,1,情感是积极的。,1
内容和以往的亦舒小说很不一样，悬疑重重，女主角的命运也太惨了，无父母可依傍，原来的良人一遇上经济打击就退化成魔鬼，伸出援手的友人另有所图，又和朋友的丈夫扯上暧昧，等到觉察出危机已遭灭顶之灾。看得人冷汗都要出来了，觉得女主角某种程度上缺乏决断，性情比较软弱，还未看得透彻就想托付未来以过安定的日子，可惜往往慢了一拍，事情就大不相同。可怜的福在。,1,这段话的情感是消极的。,0
距离北站和长途客运站都很近，房间也很干净，只是不含早餐的房价相对没有竞争力。,1,这段话的情感是积极的。,1
又贵又差，图形四不象又极难看，故事一般。,0,消极。,0
除了交通稍微有點不便 出入都要靠taxi或自有汽車外 其他方面都ok 價錢也很合理,1,这段文字的情感是积极的。,1
不错的BL文，没有动人心魄的缠绵，两个凉薄的男人在彼此靠近中找寻温暖，却又保持着适当的算计和距离。人性不就是如此吗？我以为这无可厚非，人应该先爱自己，才能去爱别人。爱情说到底也不外乎人情，一个连自己都不爱的人又怎么能去爱人呢？靳辰和萧志皓，也是身处娱乐圈，才会让人对他们同性恋的身份不那么计较，宽容也是需要环境的。,1,这段话的情感是积极的。,1
1.外观设计较好，做工细致2.电池续航能力较强3.娱乐功能较好，附带FM调频收音功能,1,这段文字的情感是积极的。,1
很不错的酒店：服务员彬彬有礼，大方亲切。机场接机路上就办好了入住手续；再次入住时提前做好了夜床，调热了室温，号称预前服务。餐饮的质量也算好。向会员推荐！,1,这段话的情感是积极的。,1
主要是介绍经络穴位的东西，感觉是东说一点西说一点，内容很零散，且里面的方法说得很模糊，居然会排上畅销书，有上当的感觉,0,这段话的情感是消极。,0
好，人好东西也好，,1,这段话的情感是积极的。,1
喜来登的总体还是不错的，比较这个酒店时间久了，比较老。早餐还是不错。不过，在东北这个还算可以的。,1,这段话的情感是积极的。,1
下单后第二天就送来了，赞！比想象的要好，不错的上网本，还好配置是六芯电池，够用哈哈,1,这段话的情感是积极的。,1
由于飞机晚点，半夜到酒店11点半左右。登记后无人提示酒店是否有无烟楼层，酒店不提供火柴，我半夜跑楼下去买的火机。房间没有吃的东西，水也没有，马桶也不舒服（座垫太小），半夜风大，窗户风吹的声音很大，（1115房间）。早餐20一份，自费，一碗皮蛋瘦肉粥、炒河粉、一杯牛奶，一个鸡蛋。吃饭地方偏贵，总体来说没有值得赞扬的地方。我住了2天半，最后半天上楼我出示房卡，清洁卫生的阿姨说要问楼下，一问就是3、4分钟。,0,这段文字的情感是消极的。,0
 前辈，高啊！著名“民族品牌” 居然是一家注册在开曼群岛的外资企业！！佩服，佩服！#蒙牛# #乳制品#,1,这段话的情感是消极的。,0
"可能是层次太低了,呵呵,不喜欢这本书",0,这段话的情感是消极的。,0
"想延迟1小时退房,被告知延迟退房按钟点房收费,每小时50元,太没有人性了.不知道提前退房有没有奖励",0,这段话的情感是消极的。,0
每次读这种书，总是受益良多。我们在熙熙攘攘的社会里奔波，太需要这种书来帮助我们。让我们懂得身体的宝贵，珍惜我们的生命，更为重要的是它教会我们如何去保护修复自己的身体，去更好地生活，去更好地实现自己的人生理想。建议每个人都应该有这类书籍，有空多多读读，让自己活得更加轻松愉快。当你按着书的“旨意”去尝试，你也许会有更多的获得。祝你身体健康！,1,这段话的情感是积极的。,1
1.小巧精致，延续了THINKPAD的风格 2.东西质量没的说，送过来的时候是全新未拆的 3.京东的服务不错，有发票，送货及时,1,这段话的情感是积极的。,1
因为突然觉得自己接受不了这样的书，所以没打开，还是新的啊,0,这段话的情感是消极的。,0
性价比高呀，速度快，杜比音效、蓝牙、无线网卡、高清晰的摄像头、内置麦克都不错。机子不重。样式很靓。,1,积极。,1
时时都在阅读着这篇令人太伤感的小说，我是那样的爱狗狗，也一直希望自己能养一只狗狗，也是天天观察着自己身边一些些可爱的狗，然而爸爸妈妈却因为家里的条件一直没有聊了我的心愿，当我看到了作者简介、文章简介，实在忍不住了，强烈要求父母给我买下它。狗狗这种伙伴，是给人开心、快乐和幸福的。而当我翻完此书的最后一页时，不禁有了非一般的伤感。同时，我敬佩作者与狗狗，并买下了金毛寻回犬……,1,这段话的情感是消极的。虽然作者描述了自己因为家庭原因无法养狗狗而感到非常遗憾，但同时也表达了自己对于狗狗伙伴带来的快乐和幸福的渴望和敬佩，最终也买下了一只金毛寻回犬。整个段落中，作者的情感被描绘为沮丧和失望，虽然也有一些积极的情感，但总体上还是消极的。,0
"集成显卡,玩使命召唤5等要求很高的游戏比较卡,没有高清输出,用料没有以前老款结实了",0,这段话的情感是消极的。,0
我的胃告诉我，我已经爱上你了@蒙牛老酸奶,1,这段话的情感是积极的。,1
键盘感觉不太爽，可能用用就习惯成自然了吧。看图以为触摸板是多点触控的，其实不是的，请各位注意了。散热我觉得做的一般，可能是出风口太小吧。,0,"这段话的情感是消极的。

这段话提到了键盘和触摸板的问题，暗示了使用键盘和触摸板可能会需要一些时间和习惯，而这些习惯可能需要一些时间来养成。此外，描述了触摸板的问题，并指出这可能是由于错误地认为触摸板是多点触控的，这表明作者对于这段话中提到的方面持负面态度。最后，作者提到了散热问题，暗示了产品可能没有达到他们的期望，这也可能是作者对这段话持消极态度的原因之一。因此，综合来看，这段话的情感是消极的。",0
价格和设施还是成正比的。这次给客人预定，反映还是不错的。,1,情感是积极的。,1
媒体功能差，gif不支持重复播放，上网不能显示jpg图像，只能预览gif，遇到大图像文件————准备拔电池重启吧！,0,"这段话的情感是消极的。

尽管描述了一些媒体功能的问题，但这些问题似乎是可以改善的，例如gif不支持重复播放可以期待更好的解决方案，而上网无法显示jpg图像可以期待更好的软件或技术更新。然而，这段话中提到的问题，如遇到大图像文件时需要重启，似乎是不可避免的，因此表达了消极的情感。",0
也是看炒作得这么热才买的，所谓希望越大失望越大，大概就是这个意思吧。有点像读者这种杂志里的文章。,0,情感是消极。,0
酒店的大堂真的很旧了，房间还可以，早餐的西餐厅比以前的就餐环境好了，以前乱哄哄的，（以前早餐是凭2张餐券，很多人估计叫外面的人来吃所以乱乱的），现在凭房卡就好多了。,1,这段话的情感是积极的。虽然描述酒店大堂、房间和早餐餐厅的环境进行了改进，但作者强调了这种改进对于顾客来说是一个积极的影响。过去的就餐环境混乱可能是因为使用餐券的方式存在问题，但现在这种问题得到了解决，顾客现在可以凭房卡进行就餐，这对于那些喜欢外带食物的人来说也是一个积极的影响。因此，整个段落的情感是积极的。,1
国展如家酒店是我住过服务和环境最差的酒店！住店当晚身上就起了不明原因的红包，第二天去天津最好的皮肤病医院长征医院一查，医生当即确诊为由于床铺不洁螨虫引起的过敏！更过分的是这家酒店的一位男性服务员，根本就不经客人同意就进入房间，幸亏没有在洗澡！！！还有一些服务不到的地方都没有必要提了，仅上面两条就真心的希望能帮助广大来天津出差旅游的朋友千万不要再住到这家服务素质差，环境差的酒店，受同样的罪！同时做为携程网的白金会员，希望能帮助携程了解到酒店的情况，不要让这样的酒店拖累了携程良好的名声！,0,这段话的情感是消极的。作者列举了在国展如家酒店住店当晚遇到的一些问题，包括身体出现过敏反应，医生确诊为床铺不洁螨虫引起的过敏，男性服务员未经客人同意就进入房间，还好没有在洗澡等。作者最后希望广大来天津出差旅游的朋友不要再次住到这样的酒店，并希望携程网了解到该酒店的情况，不要让这样的酒店拖累了携程良好的名声。整段话充满了负面情感，作者对于酒店环境问题的描述和对于服务员行为的不满，表达了消极的情感。,0
东西不错,1,积极。,1
华硕装了太多软件在里面，影响开机速度！正版的系统用起来不习惯，打算换成XP!那么高的配置用起来还没有我原来那台老台式的快（AMD2200+1.50GH2 768M)不知道是什么原因造成的？,0,"这段话的情感是消极的。 

作者提到自己安装了太多软件，影响了开机速度，并且打算换成XP系统。此外，作者提到自己的配置比原来老台式的慢，但不知道是什么原因造成的。这些描述表明作者遇到了问题，但整个段落的情感是消极的，表达了作者的不满和困惑。",0
我认为，这本书很值得品位一番，通过阅读，首先，我们在以后的工作中可以避免犯这些错误；其次，我们可以轻易的识破这些伎俩；最后，我们应该尤其注重职业道德问题，在这个领域内，我们至少要保持自己的纯洁，决不可利用自己的专业知识撒谎，做一些负面的事情。中国的统计发展如此缓慢，需要一大批讲原则的专业人士，我的信念就是从自己做起，为祖国的统计事业贡献微薄的力量。,1,这段话的情感是积极的。,1
"屏幕比我想像中的看着要大,要舒服. 键盘看着漂亮,打字指感也好.",1,这段话的情感是积极的。,1
很满意，全5分,1,这段话的情感是积极的。,1
7月1日，2日入住酒店的豪华海景房，是看了携程的点评后预定的，直面大海，果然很不错。尤其是酒店配套的康乐设施很多，很干净的游泳池，保龄球、高尔夫练习场对住店客人打八折，酒店服务人员态度也很好，儿子特别中意这家酒店，称以后来威海还要入住。就是自助早餐品种较少。,1,这段话的情感是积极的。,1
东西不错，货真价实，快递也快，安装方便，只是得自己提供安装配件钱，价格不菲啊！,0,这段话的情感是积极的。,1
《曹全碑》存世最好的两本拓本之一。可以被日本人所掠，原件现在日本。是我向往已久的古籍善本。该本版本保存良好，有吴昌硕的跋。好书好贴。临习时需要注意：有些字是在泥土尚未剔清时所拓，像首行曹国之“国”字，从拓奉上看能区分出字内泥土吸墨后形成的字迹，“因”字的左侧亦如此。另外，部分文字笔划细瘦，亦与字内泥土的残留程度有关。文物出版社能出这本字帖，真是不易。值得收藏，学习。,1,这段话的情感是积极的。作者描述了《曹全碑》拓本的珍贵性，并提到了它是自己向往已久的古籍善本。作者还描述了该版本保存良好，有吴昌硕的跋，好书好贴。作者强调了临习时需要注意一些事项，包括有些字是在泥土尚未剔清时所拓，以及部分文字笔划细瘦也与字内泥土的残留程度有关。因此，整段话表达的情感是积极的，鼓励人们珍惜和保护珍贵文物和古籍。,1
好，不买+1 不买蒙牛+1,0,这段文字的情感是消极的。,0
其中几页，我扫描后发给正与我讨论孩子们阅读的书的朋友，她也为之所吸引，在网上翻了我的书架后，也询问了她所感兴趣的书，讨论了我买此书的理由，我家小丫看过的反应等等。真的是很羡慕现在的孩子们，有如此丰富的精神食粮，而家长的教育方法也趋向理性，人性，科学。,1,这段话的情感是积极的。作者描述了自己扫描了某本书的的几页，分享给了朋友，她也被吸引了。作者还羡慕现在的孩子们有丰富的精神食粮，同时也描述了家长的教育方法趋向理性、人性和科学，这些都是积极的方面。因此，整个段落的情感是积极的。,1
还不错，512卡，双电，2700元,1,这段话的情感是积极的。,1
因为客户就在旁边一栋楼，所以就近住了，不过这个地方好象也就只要这么一个大点的宾馆吧，同事说好象是日本人开的,0,情感是消极的。,0
33年前，一场罕见的强烈地震，使唐山这座百年历史的工业重镇变成了一片废墟，24万同胞罹难，在这巨大的灾难面前，坚强的唐山人表现出了泰山压顶不弯腰的大无畏英雄气概，它们承受着家园被毁和失去亲人的巨大悲痛，带着满身的伤痕，投入到抗震救灾，重建家园的战斗中，在全国人民和亲人解放军的大力支援下，自力更生，奋发图强，用自己的双手创造出了人间奇迹，使一座新城在废墟中崛起。30多年过去了，唐山人在与灾难抗争的过程中，铸就了钢铁般的坚强意志和性格，展现了伟大的唐山抗震精神，这种精神充分体现唐山人团结坚韧，勇于克服一切困难的决心和力量，唐山抗震精神处处闪耀着人性的光芒，它属于唐山，属于中国，更属于全人类。这本《唐山大地震与建筑抗震》内容丰富，图文并茂，是一本反映唐山大地震灾难和唐山重建过程的精品图书，非常有收藏价值。,1,这段话的情感是积极的。,1
"电池充完了电连手机都打不开.简直烂的要命.真是金玉其外,败絮其中!连5号电池都不如",0,这段话的情感是消极的。,0
"觉得还好,很不错的电脑,20号配货给我,然而20号那天降价为何没帮我保值?21号又返现500,我真晕了.",1,这段话的情感是消极的。,0
早餐有时8点结束，刷卡不方便，还要压现金，房间打扫不及时,0,情感是消极的。,0
适合隔一段时间就拿出来看看，每次都会有不同的感受的，相信我,1,这段话的情感是积极的。,1
又降价了，省了300，刚好赶上时间 非常沉稳，拿在手上很有成就感,1,这段话的情感是积极的。,1
1.流线型的机身设计，外壳的质感也不错； 2.屏幕显示效果好； 3.来电清单及拒绝清单，可防骚扰； 4.菜单直观，使用起来很方便； 5.标点符号输入方便； 6.短信、电话簿存储量还可以； 7.传输软件功能强大，易用。 ,1,这段话的情感是积极的。,1
有个高u，不过还没有测试，不知道运算起来怎么样。 很安静 显卡虽然集成，玩魔兽争霸还是可以滴,1,积极。,1
我一个月前订了这本书，可说是缺货，至今都没有收到，也没有留言告诉我什么时候才能发货，还是要退货，对你们的服务不是很满意！！！找半天没有找到提问的地方，就写在这里了，往尽快处理！！！,0,这段话的情感是消极的。,0
第三次入住该酒店，以前的经历都还可以，所以一直都选择该酒店，不过这次遇到了不能刷卡，感觉是酒店为了节约手续费故意的，幸好现金有结余，不然真的很麻烦，下回不想住了。,0,这段话的情感是消极的。作者提到了以前的经历都还可以，选择该酒店的原因，但遇到了不能刷卡的情况，感觉是酒店为了节约手续费故意的，并且表示幸好现金有结余，否则真的很麻烦，因此作者对这次住宿的评价是消极的。,0
都快20天了，还没收到，怎么回事，等着看呢,0,情感是消极的。,0
现在它的价格很低不到1000元，才899元，红色的很可爱,1,这段话的情感是积极的。,1
所谓山景房，就是非海景房而已，没有什么山景可言，海景房确实有景，有条件尽量选。只是这种房的窗帘边上拉不严，早上光线进来如同亮着灯一般，可能引发早醒。另外窗外隔音不佳，如果风大则呼呼响得明显， 这想必也必不了了。,1,这段话的情感是消极的。,0
已安装，期待理论上80%热出水效率。很超值的一款热水器，这么大件发顺丰，卖家够意思。,1,这段话的情感是积极的。,1
这本书只值的娱乐与消遣，不具有任何学术性，因为基本的科学性很不够，即起码的准确性都无法达到。,0,这段话的情感是消极的。,0
